SarbMEGA	SbayMEGA	ScerMEGA	SkudMEGA	SmikMEGA	SparMEGA
chrVII_-_472470-472342_0	Sbay7_-_470824-470759_2	chrVII_-_479606-479481_1	Skud7_-_482716-482603_1	Smik7_-_471560-471495_1	chrVII_-_479312-479229_2
chrX_+_279520-279786_1	Sbay6_-_256112-255870_0	chrX_+_295165-295407_1	Skud10_-_323831-323586_0	Smik10_+_286862-287092_2	chrX_+_292817-293047_2
chrII_-_664739-664590_2	Sbay4_-_853616-853536_1	chrII_-_683308-683207_1	Skud2_-_652044-651910_1	Smik2_-_669465-669322_2	chrII_-_683702-683580_1
chrXIII_-_459489-459190_1	Sbay2_-_485902-485735_1	chrIV_-_691163-690930_0	Skud4_-_662773-662576_2	Smik4_-_652412-652236_2	chrIV_-_690045-689950_1
chrV_-_115550-115479_1	Sbay5_-_115328-115212_1	chrV_-_139970-139860_0	Skud5_-_136793-136722_1	Smik5_-_143991-143902_0	chrV_-_139086-139015_1
chrXV_+_901872-901964_0	Sbay8_+_698358-698486_0	chrXV_+_956624-956719_2	Skud15_+_896966-897109_2	Smik15_+_906181-906375_1	chrXV_+_925606-925701_1
chrVII_-_785688-785563_0	Sbay7_-_779140-778970_2	chrVII_-_809660-809511_1	Skud7_-_793158-793027_2	Smik6_-_428776-428621_1	chrVII_-_791122-791015_0
chrXIII_-_848236-848126_0	Sbay2_-_869958-869839_2	chrIV_-_1112541-1112326_2	Skud4_-_1048678-1048532_2	Smik4_-_1038893-1038732_2	chrIV_-_1160877-1160695_1
chrXIII_+_904915-905061_1	Sbay2_+_925864-925995_1	chrIV_+_1168842-1168961_0	Skud4_+_1097685-1097918_0	Smik4_+_1094967-1095092_0	chrIV_-_1021707-1021591_1
chrXIII_+_871612-871689_1	Sbay2_+_893174-893257_2	chrIV_+_1135770-1135853_0	Skud4_+_1071764-1071826_2	Smik4_+_1062165-1062248_0	chrIV_+_1184154-1184252_0
chrXIII_+_95458-95610_1	Sbay13_+_102513-102701_0	chrXIII_+_101077-101382_1	Skud13_+_100422-100712_0	Smik13_+_98895-99101_0	chrXIII_+_101747-101959_2
chrII_+_154602-154667_0	Sbay2_+_164248-164313_1	chrII_+_164184-164249_0	Skud2_+_147859-148065_1	Smik2_+_157924-158004_1	chrII_+_159292-159357_1
chrX_+_457857-458225_0	Sbay12_+_154655-155080_2	chrX_+_469239-469649_0	Skud10_+_437092-437319_1	Smik10_+_466221-466625_0	chrX_+_472801-473184_1
chrVII_-_782533-782441_2	Sbay7_-_775881-775783_0	chrVII_-_806408-806295_1	Skud7_-_790013-789894_0	Smik6_-_425621-425508_0	chrVII_-_787872-787807_1
chrXII_+_841237-841314_1	Sbay10_+_864922-865035_1	chrXII_+_899316-899444_0	Skud12_+_839478-839621_0	Smik12_+_838076-838189_2	chrXII_+_861784-861885_1
chrVII_+_785685-785801_0	Sbay7_+_779077-779268_1	chrVII_+_809702-809848_2	Skud7_+_793155-793592_0	Smik6_+_428818-428958_1	chrVII_+_791119-791454_1
chrIX_+_73363-73455_1	Sbay9_+_88105-88218_1	chrIX_+_93259-93471_1	Skud9_+_70488-70622_0	Smik9_+_71080-71142_1	chrIX_+_72087-72233_0
chrV_-_473742-473677_0	Sbay5_-_478053-477988_0	chrV_-_510315-510250_2	Skud5_-_495404-495339_1	Smik5_-_509850-509785_0	chrV_-_512359-512294_0
chrXIII_+_416717-416872_2	Sbay13_+_426538-426693_1	chrXIII_+_445026-445181_0	Skud13_+_418883-419038_2	Smik13_+_428892-429047_0	chrXIII_+_427206-427361_0
chrII_-_277527-277396_1	Sbay2_-_279486-279400_2	chrII_-_297953-297873_0	Skud2_-_267641-267537_2	Smik2_-_278805-278725_2	chrII_-_286888-286808_2
chrIV_-_491476-491342_0	Sbay4_-_459420-459106_0	chrIV_-_461522-461388_0	Skud4_-_453204-453037_0	Smik4_-_440924-440679_2	chrIV_-_474199-474065_0
chrXII_+_399648-400031_0	Sbay10_+_425370-425576_0	chrXII_+_416797-416940_1	Skud12_+_400515-400712_0	Smik12_+_398042-398167_2	chrXII_+_405328-405522_1
chrVII_-_86273-86211_1	Sbay7_-_82682-82620_1	chrVII_-_87721-87617_2	Skud7_-_92890-92828_1	Smik7_-_82371-82309_0	chrVII_-_87544-87440_0
chrXIII_-_670708-670544_0	Sbay2_-_694773-694636_2	chrIV_-_915046-914879_1	Skud4_-_869210-869088_1	Smik4_-_858966-858862_1	chrIV_-_897495-897256_1
chrVI_+_61736-61813_2	Sbay6_+_28176-28253_0	chrVI_+_54711-54788_0	Skud6_+_57889-57966_1	Smik6_+_70100-70177_2	chrVI_+_85188-85265_0
chrXII_+_681170-681238_2	Sbay10_+_698774-698848_2	chrXII_+_737695-737763_1	Skud12_+_678728-678829_2	Smik12_+_675892-675981_1	chrXII_+_698443-698511_1
chrV_-_356486-356394_1	Sbay5_-_356585-356424_1	chrV_-_382295-382155_0	Skud5_-_378362-378294_1	Smik5_-_391111-391040_2	chrV_-_393307-393140_0
chrII_+_187275-187457_0	Sbay2_+_191292-191417_0	chrII_+_196777-196932_1	Skud2_+_180528-180674_0	Smik2_+_190076-190228_2	chrII_+_192176-192352_2
chrXII_+_596458-596607_1	Sbay10_+_612943-613248_1	chrXII_+_645831-646214_0	Skud12_+_592566-592718_0	Smik12_+_590564-590749_2	chrXII_+_611935-612228_1
chrXI_+_95551-95703_1	Sbay11_+_93871-94047_1	chrXI_+_109019-109267_2	Skud11_+_95606-95782_2	Smik11_+_94609-94761_1	chrXI_+_116132-116365_2
chrXIII_+_22640-22894_2	Sbay13_+_28010-28195_2	chrXIII_+_28123-28383_1	Skud13_+_27950-28165_2	Smik13_+_24455-24676_2	chrXIII_+_29063-29293_2
chrXII_+_260955-261053_0	Sbay10_+_280308-280460_0	chrXII_+_278684-278812_2	Skud12_+_263481-263663_0	Smik12_+_258461-258709_2	chrXII_+_265192-265350_1
chrXIII_-_306387-306136_1	Sbay13_-_313553-313356_2	chrXIII_-_323140-322937_2	Skud13_-_309866-309636_0	Smik13_-_317394-317155_2	chrXIII_-_314861-314658_2
chrXI_+_130885-130983_1	Sbay11_+_129261-129359_0	chrXI_+_144026-144124_2	Skud11_+_130552-130683_1	Smik11_+_131018-131122_2	chrXI_+_152280-152378_0
chrXVI_-_559008-558802_1	Sbay16_-_590421-590308_0	chrXVI_-_586420-586250_0	Skud16_-_550724-550548_2	Smik16_-_462542-462411_2	chrXVI_-_613834-613670_1
chrXI_+_232125-232280_0	Sbay11_+_231769-231867_1	chrXI_+_245617-245808_1	Skud11_+_231894-232037_0	Smik11_+_232193-232432_2	chrXI_+_249946-250131_1
chrVI_+_51472-51696_1	Sbay6_+_17915-18280_2	chrVI_+_44553-44801_0	Skud6_+_47735-48004_2	Smik6_+_59933-60208_2	chrVI_+_74992-75240_1
chrXVI_+_832176-832310_0	Sbay16_+_865784-865918_2	chrXVI_+_883564-883662_1	Skud16_+_826022-826156_2	Smik16_+_746238-746336_0	chrXVI_+_899844-899942_0
chrXV_+_668798-668959_2	Sbay8_+_464128-464226_1	chrXV_+_725222-725305_2	Skud15_+_664219-664320_1	Smik15_+_674916-674999_0	chrXV_+_692488-692571_1
chrXVI_-_867930-867817_1	Sbay16_-_901729-901607_2	chrXVI_-_919290-919138_1	Skud16_-_861650-861396_2	Smik16_-_781803-781615_1	chrXVI_-_935525-935361_0
chrII_-_155839-155702_0	Sbay2_-_165434-165312_0	chrII_-_165425-165273_0	Skud2_-_149263-149078_0	Smik2_-_159220-159041_1	chrII_-_160646-160404_1
chrXI_-_349182-349018_1	Sbay11_-_347876-347718_1	chrXI_-_364965-364747_1	Skud11_-_344540-344280_1	Smik11_-_351414-351214_1	chrXI_-_377673-377455_1
chrIV_-_113006-112794_2	Sbay4_-_72099-72019_0	chrIV_-_83980-83822_1	Skud4_-_81085-80990_2	Smik4_-_62167-62027_0	chrIV_-_93062-92820_2
chrXIII_-_407860-407510_0	Sbay13_-_417588-417445_1	chrXIII_-_435995-435855_1	Skud13_-_410104-409976_1	Smik13_-_420067-419936_1	chrXIII_-_418201-418061_0
chrVII_-_429055-428948_2	Sbay7_-_428122-428015_2	chrVII_-_437503-437396_2	Skud7_-_439987-439880_1	Smik7_-_428861-428754_1	chrVII_-_436975-436868_0
chrXIII_-_871871-871686_2	Sbay2_-_893469-893269_2	chrIV_-_1136065-1135865_1	Skud4_-_1072059-1071844_0	Smik4_-_1062431-1062252_2	chrIV_-_1184449-1184249_0
chrXIII_+_615576-615797_0	Sbay2_+_639256-639450_1	chrIV_+_848306-848488_2	Skud4_+_814851-814976_0	Smik4_+_803934-804092_0	chrIV_+_842668-842850_1
chrIV_-_123033-122938_1	Sbay4_-_82248-82153_0	chrIV_-_93915-93820_2	Skud4_-_91148-91014_1	Smik4_-_72115-72020_0	chrIV_-_103099-103004_0
chrXIV_-_517005-516625_1	Sbay14_-_524293-524201_2	chrXIV_-_531638-531537_0	Skud14_-_515678-515538_0	Smik14_-_505723-505619_0	chrXIV_-_519473-519372_1
chrXVI_+_564423-564533_0	Sbay16_+_596751-596918_0	chrXVI_+_592237-592296_1	Skud16_+_556501-556647_1	Smik16_+_467888-467995_2	chrXVI_+_619787-619846_2
chrXV_-_844815-844642_1	Sbay13_-_734904-734758_1	chrXV_-_900367-900173_2	Skud15_-_840490-840317_0	Smik13_-_737709-737584_2	chrXV_-_869011-868817_0
chrXII_-_137472-137392_0	Sbay10_-_152718-152605_2	chrXII_-_147834-147715_2	Skud12_-_139113-138991_0	Smik12_-_134821-134720_2	chrXII_-_139045-138950_2
chrXIII_-_670763-670608_2	Sbay2_-_694828-694673_1	chrIV_-_915101-914961_0	Skud4_-_869265-869125_0	Smik4_-_859021-858947_0	chrIV_-_897550-897395_0
chrII_-_154756-154598_0	Sbay2_-_164435-164244_0	chrII_-_164377-164180_1	Skud2_-_148277-147816_2	Smik2_-_158168-157902_0	chrII_-_159479-159288_1
chrXII_+_275813-275986_2	Sbay10_+_298528-298641_1	chrXII_+_293532-293648_0	Skud12_+_276934-277044_1	Smik12_+_273320-273517_2	chrXII_+_280032-280139_0
chrXVI_-_237282-237154_1	Sbay16_-_266205-266077_0	chrXVI_-_257095-256910_0	Skud16_-_228667-228560_0	Smik6_+_567204-567326_0	chrXVI_-_289010-288867_0
chrX_+_496422-496568_0	Sbay12_+_193071-193277_0	chrX_+_519421-519537_1	Skud10_+_475672-475800_1	Smik10_+_505543-505629_1	chrX_+_512522-512644_2
chrV_-_208310-208014_1	Sbay5_-_206174-205797_1	chrV_-_230011-229703_1	Skud5_-_227822-227319_1	Smik5_-_234627-234274_0	chrV_-_229658-229416_2
chrIV_+_562461-562670_0	Sbay2_+_342937-343041_1	chrIV_+_543680-543784_2	Skud4_+_520230-520304_0	Smik4_+_510411-510515_0	chrIV_+_549420-549662_0
chrXIII_-_337930-337748_0	Sbay13_-_345244-345017_0	chrXIII_-_354837-354610_0	Skud13_-_341345-341121_0	Smik13_-_348818-348633_0	chrXIII_-_346573-346304_0
chrV_+_274467-274691_0	Sbay5_+_275411-275761_2	chrV_+_298813-299037_1	Skud5_+_294048-294251_0	Smik5_+_307303-307452_1	chrV_+_298023-298247_0
chrIV_-_227126-227016_2	Sbay4_-_186452-186348_1	chrIV_-_198599-198489_0	Skud4_-_194355-194128_0	Smik4_-_175551-175324_1	chrIV_-_206960-206826_2
chrIV_+_879258-879425_0	Sbay13_+_642615-642809_0	chrXIII_+_662192-662353_2	Skud13_+_636104-636232_2	Smik13_+_646374-646502_0	chrXIII_+_650376-650633_0
chrXV_-_63919-63671_0	Sbay15_-_71244-71011_1	chrXV_-_93534-93244_0	Skud15_-_58653-58402_1	Smik15_-_61625-61353_0	chrXV_-_91981-91706_0
chrXII_+_737755-737817_1	Sbay10_+_755111-755182_2	chrXII_+_794929-795093_1	Skud12_+_734944-735006_1	Smik12_+_732314-732385_2	chrXII_+_755660-755746_2
chrXII_-_191708-191502_1	Sbay10_-_208421-208215_0	chrXII_-_202097-201900_0	Skud12_-_194017-193811_2	Smik12_-_188891-188652_1	chrXII_-_194139-193885_0
chrVII_+_509360-509515_2	Sbay7_+_508478-508555_2	chrVII_+_516465-516620_0	Skud7_+_519973-520128_1	Smik7_+_508197-508418_0	chrVII_+_516170-516325_2
chrXIII_+_204276-204425_0	Sbay13_+_211158-211307_0	chrXIII_+_221159-221248_2	Skud13_+_207312-207584_0	Smik13_+_209934-210092_0	chrXIII_+_210288-210407_0
chrVIII_+_46197-46373_0	Sbay8_+_36732-36797_0	chrVIII_+_35040-35189_0	Skud8_+_22984-23193_1	Smik8_+_18653-18862_2	chrVIII_+_24430-24579_1
chrXVI_-_832342-832172_0	Sbay16_-_865986-865780_0	chrXVI_-_883724-883560_2	Skud16_-_826152-826018_1	Smik16_-_746446-746252_0	chrXVI_-_900052-899840_1
chrIX_-_49568-49503_2	Sbay9_-_64365-64255_0	chrIX_-_69617-69543_0	Skud9_-_46784-46641_2	Smik9_-_47401-47237_1	chrIX_-_48339-48265_1
chrVII_-_785898-785749_0	Sbay7_-_779233-779144_2	chrVII_-_809819-809724_1	Skud7_-_793359-793219_2	Smik6_-_429043-428840_1	chrVII_-_791281-791186_0
chrXI_-_86489-86361_2	Sbay11_-_84817-84737_2	chrXI_-_100071-99991_1	Skud11_-_86539-86459_2	Smik11_-_85571-85491_2	chrXI_-_107181-107101_1
chrXV_-_669134-668934_2	Sbay8_-_464398-464267_1	chrXV_-_725444-725379_1	Skud15_-_664496-664395_2	Smik15_-_675139-675017_1	chrXV_-_692709-692644_1
chrV_-_76732-76661_2	Sbay5_-_75695-75624_1	chrV_-_101922-101851_2	Skud5_-_101298-101236_0	Smik5_-_107905-107831_2	chrV_-_78230-78159_2
chrIV_-_339014-338940_2	Sbay4_-_299569-299495_2	chrIV_-_310186-310112_1	Skud4_-_305696-305622_1	Smik4_-_286638-286564_1	chrIV_-_319275-319201_1
chrVII_+_685393-685464_1	Sbay7_+_679846-679917_1	chrVII_+_703549-703635_1	Skud7_+_688213-688290_1	Smik6_+_325372-325512_1	chrVII_+_689353-689472_1
chrXII_-_863656-863480_2	Sbay10_-_887412-887224_2	chrXII_-_921783-921673_2	Skud12_-_862024-861887_2	Smik12_-_860502-860326_0	chrXII_-_884281-884144_2
chrXIV_-_331200-330928_1	Sbay14_-_338678-338358_1	chrXIV_-_342240-341911_2	Skud14_-_332749-332507_1	Smik14_-_321540-321310_1	chrXIV_-_335032-334742_2
chrIV_+_567012-567239_0	Sbay2_+_347365-347628_1	chrIV_+_548192-548374_2	Skud4_+_524547-524702_0	Smik4_+_514813-515070_1	chrIV_+_553949-554131_2
chrVII_-_86202-86113_0	Sbay7_-_82600-82523_2	chrVII_-_87598-87521_2	Skud7_-_92810-92616_0	Smik7_-_82290-82213_0	chrVII_-_87431-87330_2
chrVIII_-_122174-122007_2	Sbay8_-_112054-111833_1	chrVIII_-_115581-115426_0	Skud8_-_97379-97257_2	Smik8_-_94443-94306_1	chrVIII_-_99038-98898_2
chrVII_-_195944-195672_1	Sbay7_-_193701-193330_0	chrVII_-_197719-197423_2	Skud7_-_203134-202850_1	Smik7_-_192640-192458_2	chrVII_-_197767-197627_0
chrIV_-_458391-458194_1	Sbay4_-_420114-419965_0	chrIV_-_427210-427064_1	Skud4_-_421982-421830_1	Smik4_-_409175-409080_2	chrIV_-_440271-440155_1
chrVIII_+_46274-46351_2	Sbay8_+_36704-36814_2	chrVIII_+_35096-35224_2	Skud8_+_23100-23279_0	Smik8_+_18772-18948_1	chrVIII_+_24486-24617_0
chrVIII_+_88229-88402_2	Sbay8_+_77949-78062_0	chrVIII_+_75918-75977_0	Skud8_+_63951-64130_0	Smik8_+_59623-59721_1	chrVIII_+_65517-65621_0
chrXIV_-_497357-497130_2	Sbay14_-_504988-504761_2	chrXIV_-_506049-505789_2	Skud14_-_496267-496043_1	Smik14_-_486382-486158_0	chrXIV_-_500010-499804_0
